Record ID (System);Nav Customer No;Company name;Legal Name 1;Customer Status;Priority Customer;Solution hosted Air Support;Country;Country.Region;Country.Sub Region;VAT-Free;Invoice Type;Operator;Region + Tier;Invoicing every;Tails – PPS;Tails – OC-FW, Terr;Tails – OC-FW, SAT;Tails - OC-NOTAM;Tails - Last changed;Tails - Last changed by;OC Only;Blocked;Termination received;Termination as per;Churn Reported Date;Churn SaaS-method;Churn value;Avoidable/Un-avoidable;Churn reason;Closed, last invoice date;Value DKK last Invoice;Customer Since;Integrator;Current FPL System;FPL Binding date;NDA;NDA changed;NDA Responsible;Rolling Contract;Cancel Terms;Price Group;Price escalation %;Created (System);Supplier;Sales Responsible;EU Air Safety List;Binding Date FW;Blocked Date;Blocked by;Blocked Reason;Blocker
2076;;ExecuJet Australia (LuxAviation);ExecuJet Australia (LuxAviation);PotCust;;;Australia - AU - Oceania;Oceania;Australia and New Zealand;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Jepp Jetplanner;;;;;;;;0,00;2020-10-03 10:02;;John Tan;;;;;;
2077;;Jet Planning Services GmbH;Jet Planning Services GmbH;PotCust;;;Austria - AT - Europe;Europe;Europe Western;;;FSP;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Jepp Jetplanner;;;;;;;;0,00;2020-10-03 10:02;;Matias Magnasco;;;;;;
2078;COM13480;NESAVIATON;NESAVIATON;PotCust;;;Aruba - AW - Americas;Americas;America, Latin and the Caribbean;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
2079;COM13622;EVAS AIR;EVASAIR;PotCust;;;Canada - CA - Americas;Americas;America, Northern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;SkyPlan;;;;;;;;0,00;2020-10-03 10:02;;Kevin Horne;;;;;;
2081;COM13604;ONTOP AIR CHARTER AG;ONTOP AIR CHARTER AG;NonCust;;;Switzerland - CH - Europe;Europe;Europe Western;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
2082;COM13526;JP Iaeono;JP Iaeono;NonCust;;;Switzerland - CH - Europe;Europe;Europe Western;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
2083;COM13654;BLUE EAGLE FLY;BLUE EAGLE FLY;PotCust;;;China - CN - Asia;Asia;Asia Eastern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;John Tan;;;;;;
2084;COM13632;MERIT LOYAL TECHNOLOGY LTD;MERIT LOYAL TECHNOLOGY LTD;PotCust;;;Hong Kong - HK - Asia;Asia;Asia Eastern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;John Tan;;;;;;
2085;COM13530;DAS private jets GmbH;DAS private jets GmbH;Customer;3;;Germany - DE - Europe;Europe;Europe Western;;Standard;GA-BA;EUR4;1 month;4,00;0,00;0,00;0;2026-08-17;Lene Villumsen;;;;;;;0,00;;;;  ;2022-10-01;;PPS;2023-08-31;;;;Continues untill notice;3M;2022;8,00;2020-10-03 10:02;;Sean McLean;;;;;;
2086;COM13680;NILS CONRADI;NILS CONRADI;PotCust;;;Germany - DE - Europe;Europe;Europe Western;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;None;;;;;;;;0,00;2020-10-03 10:02;;Anette Asklev;;;;;;
2087;COM13657;AJWAA AIRLINES;AJWAA AIRLINES;PotCust;;;Egypt - EG - Africa;Africa;Africa Northern;;Standard;AIRL;;1 month;0,00;0,00;0,00;0;;;;All;;;2023-01-24;;52.194,00;Unavoidable;Missing payment, no contact;;  ;2020-09-30;;PPS;;;;;;;;0,00;2020-10-03 10:02;;;;;2023-01-24;Air Support;No payment!;TRL
2088;COM13533;AVIATORS S.A.S.;AVIATORS S.A.S.;NonCust;;;France - FR - Europe;Europe;Europe Western;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;●;;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
2090;COM13628;UPLINK OPERATIONS;UPLINK OPERATIONS;NonCust;;;United Kingdom of Great Britain and Northern Ireland - GB - Europe;Europe;Europe Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
2091;COM13584;Zephyr Aviation Ltd;Zephyr Aviation Ltd;PotCust;;;United Kingdom of Great Britain and Northern Ireland - GB - Europe;Europe;Europe Northern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
2092;COM13550;Flightserve;Flightserve;NonCust;;;United Kingdom of Great Britain and Northern Ireland - GB - Europe;Europe;Europe Northern;;;FSP;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;Matias Magnasco;;;;;;
2093;COM13691;GOVERNMENT OF THE REP. OF CROATIA;GOVERNMENT OF THE REP. OF CROATIA;Customer;3;;Croatia - HR - Europe;Europe;Europe Southern;;Standard;GA-BA;EUR5;1 month;1,00;0,00;0,00;0;2025-10-20;Lene Villumsen;;;;;;;0,00;;;;  ;2020-12-01;;PPS;2023-11-30;;;;Continues untill notice;12M;2020-2021;8,00;2020-10-03 10:02;;Matias Magnasco;;;;;;
2094;COM13524;Lynxjet Private Flights;Lynxjet Private Flights;PotCust;;;Israel - IL - Asia;Asia;Middle East;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Customer Confidential;;;;;;;;0,00;2020-10-03 10:02;;Oliver Williams;;;;;;
2095;COM13586;VVIP FLIGHT PVT LTD;VVIP FLIGHT LVT LTD;PotCust;;;India - IN - Asia;Asia;Asia Southern;;;FSP;APAC5;1 month;0,00;0,00;0,00;0;;;●;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;John Tan;;;;;;
2096;;Al Haya Airlines;Al Haya Airlines;NonCust;;;Iraq - IQ - Asia;Asia;Middle East;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;Oliver Williams;;;;;;
2097;COM13600;ORTAC;ORTAC;PotCust;;;Jersey - JE - Europe;Europe;Europe Northern;;Standard;GA-BA;EUR4;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Arinc Direct;;;;;;;;0,00;2020-10-03 10:02;;Matias Magnasco;;;;;;
2098;COM13483;748 AIR SERVICES;748 AIR SERVICES;PotCust;;;Kenya - KE - Africa;Africa;Africa Sub-Saharan;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;None;;;;;;;;0,00;2020-10-03 10:02;;Matias Magnasco;;;;;;
2100;COM13615;AVIS7 LLC;AVIS7 LLC;PotCust;;;Kazakhstan - KZ - Asia;Asia;Middle East;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;Oliver Williams;;;;;;
2101;COM13553;TRANSAVIABALTIKA;TRANSAVIABALTIKA;NonCust;;;Lithuania - LT - Europe;Europe;Europe Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
2102;COM13225;CAE AVIATION Luxembourg;CAE AVIATION Luxembourg;NonCust;;;Luxembourg - LU - Europe;Europe;Europe Western;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
2103;COM13528;Resource Aviation Services;Resource Aviation Services;NonCust;;;Mali - ML - Africa;Africa;Africa Sub-Saharan;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
2104;COM13556;YANNICK BOGAERT;YANNICK BOGAERT;PotCust;;;Malta - MT - Europe;Europe;Europe Southern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;;;;;;;
2105;;ExecuJet New Zealand Limited (LuxAviation);ExecuJet New Zealand Limited (LuxAviation);PotCust;;;New Zealand - NZ - Oceania;Oceania;Australia and New Zealand;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Jepp Jetplanner;;;;;;;;0,00;2020-10-03 10:02;;John Tan;;;;;;
2106;COM13630;CORENDON DUTCH AIRLINES;CORENDON DUTCH AIRLINES;PotCust;;;Netherlands - NL - Europe;Europe;Europe Western;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;;;;;;;
2107;COM13644;DE MAN AVIATION;DE MAN AVIATION;NonCust;;;Netherlands - NL - Europe;Europe;Europe Western;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
2108;COM13673;Air Juan;Air Juan;PotCust;;;Philippines - PH - Asia;Asia;Asia South-eastern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Navblue Navtech;;;;;;;;0,00;2020-10-03 10:02;;John Tan;;;;;;
2109;COM13620;AEROWORLD FLIGHT SUPPORT;AEROWORLD FLIGHT SUPPORT;PotCust;;;Pakistan - PK - Asia;Asia;Asia Southern;;;FSP;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;John Tan;;;;;;
2110;COM13618;WHITE AIRWAYS;WHITE AIRWAYS;Customer;2;;Portugal - PT - Europe;Europe;Europe Southern;;Old;AIRL;EUR5;12 months;0,00;0,00;0,00;0;2025-10-22;Bjarne Krog;;;;;;;0,00;;;;  ;2025-05-21;;SITA;;;;;;;;0,00;2020-10-03 10:02;;Matias Magnasco;;;;;;
2111;COM13563;AZUR AIR Russia;AZUR AIR;Quarantine;;;Russian Federation - RU - Europe;Europe;Europe Eastern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Jepp Jetplanner;;;;;;;;0,00;2020-10-03 10:02;;Anette Asklev;;;;;;
2112;COM13627;IDC AVIATION;IDC AVIATION;PotCust;;;Seychelles - SC - Africa;Africa;Africa Sub-Saharan;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
2113;COM13583;Kommunalförbundet Svenskt Ambulansflyg (KSA);Kommunalförbundet Svenskt Ambulansflyg;NonCust;;;Sweden - SE - Europe;Europe;Europe Northern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;RocketRoute;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
2114;COM13994;Jet Aviation;Jet Aviation Business Jets AG;PotCust;;;Switzerland - CH - Europe;Europe;Europe Western;;Standard;GA-BA;;1 month;0,00;0,00;0,00;0;;;;All;;;2023-09-30;;80.811,00;Avoidable;Group deal - lux aviation;;  ;2021-06-02;;ForeFlight;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;2023-10-04;Customer;Contract terminated;TRL
2115;COM13597;Avalon Airlines LLC;Avalon Airlines LLC;PotCust;;;Ukraine - UA - Europe;Europe;Europe Eastern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;Anette Asklev;;;;;;
2116;COM13568;Fastway Aviation Group;Fastway Aviation Group;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;FSP;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;Brett Richard Danks;;;;;;
2117;;Clay Lacy Aviation, Inc.;Clay Lacy Aviation, Inc.;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Universal;;;;;;;;0,00;2020-10-03 10:02;;Brett Richard Danks;;;;;;
2119;COM13629;MPC AIR;MPC AIR;PotCust;;;Serbia - RS - Europe;Europe;Europe Southern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Customer Confidential;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
2120;COM13612;CADG Aviation (Pty) Ltd;CADG Aviation (Pty) Ltd;PotCust;;;South Africa - ZA - Africa;Africa;Africa Sub-Saharan;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
2122;COM13694;FLYJETSTREAM;FLYJETSTREAM;NonCust;;;South Africa - ZA - Africa;Africa;Africa Sub-Saharan;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
2123;COM13536;GRYPHON AIRLINES SA;GRYPHON AIRLINES SA;NonCust;;;South Africa - ZA - Africa;Africa;Africa Sub-Saharan;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
2124;COM13602;GUARDIAN AIR;GUARDIAN AIR;PotCust;;;South Africa - ZA - Africa;Africa;Africa Sub-Saharan;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;ForeFlight;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
2125;COM13607;Air Zimbabwe;AIR ZIMBABWE;Quarantine;2;;Zimbabwe - ZW - Africa;Africa;Africa Sub-Saharan;;Standard;AIRL;AFR5;1 month;0,00;0,00;0,00;0;2025-10-29;Lene Villumsen;;All;;;;;0,00;;;;  ;2020-12-04;;PPS;2025-07-03;;;;Continues untill notice;12M;2020-2021;4,00;2020-10-03 10:02;;Lasse Nilsson;;;2026-05-12;Air Support;Lack of payment;TBM
2126;COM11340;NAC Nordic Aviation Capital;NAC Nordic Aviation Capital;PotCust;;;Denmark - DK - Europe;Europe;Europe Northern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;All;;;;;0,00;;;;  ;2018-04-01;;;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;2022-01-31;Air Support;No more relations to NAC, if they want PPS again, they have to sign up.;MB
2127;;NAC National Airways corporation;NAC National Airways corporation;PotCust;;;South Africa - ZA - Africa;Africa;Africa Sub-Saharan;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;ForeFlight;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
2130;COM12618;NAS CORPORATION LTD;NAS CORPORATION LTD;Customer;3;;United Kingdom of Great Britain and Northern Ireland - GB - Europe;Europe;Europe Northern;;New FSP;FSP;EUR5;1 month;0,00;0,00;0,00;0;2025-10-22;Bjarne Krog;;;;;;;0,00;;;;  ;2014-07-24;;PPS;2026-06-30;;;;Continues untill notice;6M;2023;8,00;2020-10-03 10:02;;Matias Magnasco;;;2023-06-08;;;TRL
2131;;Nashwan Aviation LLC;Nashwan Aviation LLC;NonCust;;;;;;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;None;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
2132;COM11565;NATEAM;NATEAM;PotCust;;;;;;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;;;;;;;
2133;COM13489;National Airways (Ethiopia);National Airways (Ethiopia);PotCust;;;Ethiopia - ET - Africa;Africa;Africa Sub-Saharan;;Standard;AIRL;;1 month;0,00;0,00;0,00;0;;;;All;;;;;0,00;;;;  ;2019-10-01;;PPS;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;2021-05-19;Air Support;No payment, have send several reminders, they do not act on any of them. See history from Yeshiwas;MB
2140;;Neptune Aviation Services, Inc;Neptune Aviation Services, Inc;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;Brett Richard Danks;;;;;;
2141;;NESAVIATION;NESAVIATION;NonCust;;;;;;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;None;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
2142;COM12911;NESMA AIRLINES;NESMA AIRLINES;Customer;2;;Egypt - EG - Africa;Africa;Africa Northern;;Standard;AIRL;AFR5;1 month;12,00;12,00;12,00;0;2026-08-07;Lene Villumsen;;;;;;;0,00;;;;  ;2016-01-01;;PPS;2028-06-30;;;;Continues untill notice;12M;2012-2016;8,00;2020-10-03 10:02;;;;2028-06-30;;;;
2144;COM13642;NEXTGEN AVIATION GROUP N.V.;NEXTGEN AVIATION GROUP N.V.;NonCust;;;Belgium - BE - Europe;Europe;Europe Western;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
2145;COM11884;NEXT JET TEST;NEXT JET TEST;NonCust;;;;;;;Old;AIRL;;1 month;0,00;0,00;0,00;0;;;;All;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;;;;;Air Support;Bankruptcy, account closed;Martin Bjerregaard
2147;COM13393;NILE AIR;NILE AIR;Customer;2;;Egypt - EG - Africa;Africa;Africa Northern;;Standard;AIRL;AFR4;1 month;7,00;0,00;0,00;0;2026-07-06;Bjarne Krog;;;;;;;0,00;;;;  ;2021-10-08;;PPS;2029-12-31;;;;12M;6M;2020-2021;8,00;2020-10-03 10:02;;Matias Magnasco;;;;;;
2148;;NILE VALLEY AVIATION;NILE VALLEY AVIATION;NonCust;;;Egypt - EG - Africa;Africa;Africa Northern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;SITA;;;;;;;;0,00;2020-10-03 10:02;;;;;;;;
2149;;NOBISAIR AB;NOBISAIR AB;NonCust;;;Sweden - SE - Europe;Europe;Europe Northern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
2150;;NOKSCOOT;NOKSCOOT;PotCust;;;Thailand - TH - Asia;Asia;Asia South-eastern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Customer Confidential;;;;;;;;0,00;2020-10-03 10:02;;John Tan;;;;;;
2151;COM13238;Nolinor Aviation;Nolinor Aviation;Customer;;●;Canada - CA - Americas;Americas;America, Northern;;Standard;AIRL;AME4;1 month;8,00;0,00;0,00;0;2025-11-11;Trine Lindekilde;;;;;;;0,00;;;;  ;2019-02-01;;PPS;;;;;1M;20D;2018-2019;8,00;2020-10-03 10:02;;Brett Richard Danks;;;;;;
2152;COM13395;JSC NordStar Airlines;JSC NordStar Airlines;Quarantine;;;Russian Federation - RU - Europe;Europe;Europe Eastern;;Standard;AIRL;;1 month;0,00;0,00;0,00;0;;;;All;;;;;0,00;;;;  ;2019-10-01;●;PPS;;;2024-12-23 11:33;Trine Lindekilde;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;2024-09-30;2022-03-09;Air Support;Discontinue of service - Russia;TRL
2153;;NORDWIND;"NORDWIND

LLC Nordwind Airlines

LLC Nordwind Airl";Quarantine;;;Russian Federation - RU - Europe;Europe;Europe Eastern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Navblue Navtech;;;;;;;;0,00;2020-10-03 10:02;;Anette Asklev;;;;;;
2154;COM12930;NORLANDAIR;NORLANDAIR;PotCust;;;Iceland - IS - Europe;Europe;Europe Northern;;Standard;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;ForeFlight;;;;;;;;0,00;2020-10-03 10:02;;Matias Magnasco;;;;;;
2155;;North Cariboo Air;North Cariboo Air;PotCust;;;Canada - CA - Americas;Americas;America, Northern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Navblue Navtech;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
2156;COM11152;NORTH FLYING A/S;NORTH FLYING A/S;Customer;2;;Denmark - DK - Europe;Europe;Europe Northern;●;Standard;GA-BA;EUR4;1 month;6,00;2,00;0,00;0;2026-02-05;Teresa Bass Mølholm;;;;;;;0,00;;;;  ;1990-12-01;;PPS;;;;;1M;20D;2012-2016;8,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
2157;COM14679;Northern Air Cargo;NORTHERN AIR CARGO;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;FlightKeys;;;;;;;;0,00;2020-10-03 10:02;;Kevin Horne;;2026-10-31;;;;
2159;COM11209;NORWEGIAN AIR SHUTTLE ASA;NORWEGIAN AIR SHUTTLE ASA;PotCust;;;Norway - NO - Europe;Europe;Europe Northern;;Standard;AIRL;EUR1;1 month;0,00;0,00;0,00;0;;;;All;;;;;0,00;;;;  ;2005-11-01;;Lufthansa Lido;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;2021-10-26;Air Support;All accounts blocked, not customer;TRL
2160;COM12836;Nova Airways;Nova Airways;NonCust;;;United Arab Emirates - AE - Asia;Asia;Middle East;;Old;AIRL;;1 month;0,00;0,00;0,00;0;;;;All;;;2023-05-16;;23.054,00;Unavoidable;Missing payment;;  ;2015-05-01;;;;;;;;;;0,00;2020-10-03 10:02;;Oliver Williams;;;2023-05-16;Air Support;Missing payment and communication/war in the country, bank closed, at least a year;TRL
2161;COM12249;NOVAIR Test;NOVAIR Test;NonCust;;;;;;;Standard;;;1 month;0,00;0,00;0,00;0;;;;All;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;;;;;Air Support;NOVAIR closed and terminated;Martin Bjerregaard
2162;COM14151;NovoAir Ltd.;NovoAir Ltd.;PotCust;;;Bangladesh - BD - Asia;Asia;Asia Southern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;None;;;;;;;;0,00;2020-10-03 10:02;;John Tan;;;;;;
2163;;NPAS Ltd;NPAS Ltd;NonCust;;;;;;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;FSP with PPS;;;;;;;;0,00;2020-10-03 10:02;;;;;;;;
2166;;OCEAN AIRLINES LIMITED;OCEAN AIRLINES LIMITED;PotCust;;;Kenya - KE - Africa;Africa;Africa Sub-Saharan;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
2167;;Oceanskies Aero Ltd;Oceanskies Aero Ltd;PotCust;;;United Kingdom of Great Britain and Northern Ireland - GB - Europe;Europe;Europe Northern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;RocketRoute;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
2168;COM13514;OK AVIATION WINGS;OK AVIATION WINGS;Customer;3;;Czechia - CZ - Europe;Europe;Europe Eastern;;New FSP;FSP;EUR5;1 month;1,00;0,00;0,00;0;2026-04-27;Lene Villumsen;;;;;;;0,00;;;;  ;2019-09-01;;PPS;2027-06-30;;;;Continues untill notice;12M;TR 2025;8,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
2169;COM11595;OLYMPIC AIR S.A.;OLYMPIC AIR S.A.;Customer;2;●;Greece - GR - Europe;Europe;Europe Southern;;Old;AIRL;EUR4;12 months;19,00;0,00;0,00;0;2025-10-22;Bjarne Krog;;;;;;;0,00;;;;  ;2009-08-01;●;PPS;;;;;12M;1M;2011 or before;8,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
2171;COM12943;OLYMPUS AIRWAYS S.A;OLYMPUS AIRWAYS S.A;PotCust;;;Greece - GR - Europe;Europe;Europe Southern;;Standard;AIRL;;1 month;0,00;0,00;0,00;0;;;;All;;;2023-03-01;;67.862,00;Unavoidable;Missing payment, company still exist;;  ;2016-03-01;;PPS;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;2022-03-01;Air Support;Due to missing payment and communication;TRL
2172;;Oman Air;OMAN AIR;PotCust;;;Oman - OM - Asia;Asia;Middle East;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Lufthansa Lido;;;;;;;;0,00;2020-10-03 10:02;;Oliver Williams;;;;;;
2173;COM13537;OMNI Táxi Aéreo S.A.;OMNI Táxi Aéreo S.A.;PotCust;;;Brazil - BR - Americas;Americas;America, Latin and the Caribbean;;Standard;GA-BA;AME5;1 month;0,00;0,00;0,00;0;;;;All;2024-06-04;2024-06-30;2024-06-30;2024-06-30;39.720,00;Unavoidable;Has no use of system anymore;;  ;2021-09-01;;PPS;2022-05-30;;;;;;;0,00;2020-10-03 10:02;;Matias Magnasco;;;2024-07-03;Air Support;Has no use of system anymore;cm
2174;COM12301;Omni Aviação eTecnologia SA.;Omni Aviação eTecnologia SA.;PotCust;;;Portugal - PT - Europe;Europe;Europe Southern;;Old;GA-BA;EUR5;1 month;0,00;0,00;0,00;0;;;;All;;;;;0,00;;;;  ;2012-05-01;;;;;;;;;;0,00;2020-10-03 10:02;;;;;2025-05-21;Customer;Transferred to White Airways instead. (Omni and White have parted ways, May 25);TRL
2175;;OneCarribean LTD AOC;OneCarribean LTD AOC;PotCust;;;Saint Vincent and the Grenadines - VC - Americas;Americas;America, Latin and the Caribbean;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;Brett Richard Danks;;;;;;
2176;;Opera Jet 2 CB account;Opera Jet 2 CB account;NonCust;;;;;;;;;;1 month;0,00;0,00;0,00;0;;;;All;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;;;;;Air Support;Should have been closed 03.03.2016 with main account, now closed correctly;Martin Bjerregaard
2177;COM12966;Orange2Fly;Orange2Fly;NonCust;;;Greece - GR - Europe;Europe;Europe Southern;;Standard;GA-BA;;1 month;0,00;0,00;0,00;0;;;;All;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;;;;2020-10-30;Air Support;Blocked due to missing payment and lack of communication;TRL
